icd_code,icd_version,long_title
S52363E,10,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with routine healing"
S52363Q,10,"Displaced segmental fracture of shaft of radius, unspecified arm, subsequent encounter for open fracture type I or II with malunion"
S52364K,10,"Nondisplaced segmental fracture of shaft of radius, right arm, subsequent encounter for closed fracture with nonunion"
S52381J,10,"Bent bone of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S52515M,10,"Nondisplaced fracture of left radial styloid process, subsequent encounter for open fracture type I or II with nonunion"
S52542B,10,"Smith's fracture of left radius, initial encounter for open fracture type I or II"
S52542H,10,"Smith's fracture of left radius, subsequent encounter for open fracture type I or II with delayed healing"
S52551H,10,"Other extraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with delayed healing"
S52559,10,Other extraarticular fracture of lower end of unspecified radius
S52559J,10,"Other extraarticular fracture of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S52569D,10,"Barton's fracture of unspecified radius, subsequent encounter for closed fracture with routine healing"
S52599E,10,"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing"
S52609B,10,"Unspecified fracture of lower end of unspecified ulna, initial encounter for open fracture type I or II"
S52612,10,Displaced fracture of left ulna styloid process
S52613P,10,"Displaced fracture of unspecified ulna styloid process, subsequent encounter for closed fracture with malunion"
S52615D,10,"Nondisplaced fracture of left ulna styloid process, subsequent encounter for closed fracture with routine healing"
S52629S,10,"Torus fracture of lower end of unspecified ulna, sequela"
S52692M,10,"Other fracture of lower end of left ulna, subsequent encounter for open fracture type I or II with nonunion"
S5292XB,10,"Unspecified fracture of left forearm, initial encounter for open fracture type I or II"
S5292XP,10,"Unspecified fracture of left forearm, subsequent encounter for closed fracture with malunion"
S5302,10,Posterior subluxation and dislocation of radial head
S53121,10,Posterior subluxation of right ulnohumeral joint
S53194S,10,"Other dislocation of right ulnohumeral joint, sequela"
S56002,10,"Unspecified injury of flexor muscle, fascia and tendon of left thumb at forearm level"
S56009S,10,"Unspecified injury of flexor muscle, fascia and tendon of unspecified thumb at forearm level, sequela"
S56102D,10,"Unspecified injury of flexor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter"
S56103A,10,"Unspecified injury of flexor muscle, fascia and tendon of right middle finger at forearm level, initial encounter"
S56123,10,"Laceration of flexor muscle, fascia and tendon of right middle finger at forearm level"
S56416D,10,"Strain of extensor muscle, fascia and tendon of left ring finger at forearm level, subsequent encounter"
S56421,10,"Laceration of extensor muscle, fascia and tendon of right index finger at forearm level"
S56492D,10,"Other injury of extensor muscle, fascia and tendon of left index finger at forearm level, subsequent encounter"
S56497A,10,"Other injury of extensor muscle, fascia and tendon of right little finger at forearm level, initial encounter"
S56522,10,"Laceration of other extensor muscle, fascia and tendon at forearm level, left arm"
S56809,10,"Unspecified injury of other muscles, fascia and tendons at forearm level, unspecified arm"
S56999A,10,"Other injury of unspecified muscles, fascia and tendons at forearm level, unspecified arm, initial encounter"
S5780,10,Crushing injury of unspecified forearm
S58011D,10,"Complete traumatic amputation at elbow level, right arm, subsequent encounter"
S58121A,10,"Partial traumatic amputation at level between elbow and wrist, right arm, initial encounter"
S59031S,10,"Salter-Harris Type III physeal fracture of lower end of ulna, right arm, sequela"
S59091A,10,"Other physeal fracture of lower end of ulna, right arm, initial encounter for closed fracture"
S59111P,10,"Salter-Harris Type I physeal fracture of upper end of radius, right arm, subsequent encounter for fracture with malunion"
S59131G,10,"Salter-Harris Type III physeal fracture of upper end of radius, right arm, subsequent encounter for fracture with delayed healing"
S59139,10,"Salter-Harris Type III physeal fracture of upper end of radius, unspecified arm"
S59209K,10,"Unspecified physeal fracture of lower end of radius, unspecified arm, subsequent encounter for fracture with nonunion"
S59242P,10,"Salter-Harris Type IV physeal fracture of lower end of radius, left arm, subsequent encounter for fracture with malunion"
S59809A,10,"Other specified injuries of unspecified elbow, initial encounter"
S59909S,10,"Unspecified injury of unspecified elbow, sequela"
S60042D,10,"Contusion of left ring finger without damage to nail, subsequent encounter"
S60219D,10,"Contusion of unspecified wrist, subsequent encounter"
S60361A,10,"Insect bite (nonvenomous) of right thumb, initial encounter"
S60362,10,Insect bite (nonvenomous) of left thumb
S60414D,10,"Abrasion of right ring finger, subsequent encounter"
S60447S,10,"External constriction of left little finger, sequela"
S60452S,10,"Superficial foreign body of right middle finger, sequela"
S60456D,10,"Superficial foreign body of right little finger, subsequent encounter"
S60461S,10,"Insect bite (nonvenomous) of left index finger, sequela"
S60476S,10,"Other superficial bite of right little finger, sequela"
S60549A,10,"External constriction of unspecified hand, initial encounter"
S6055,10,Superficial foreign body of hand
S60939A,10,"Unspecified superficial injury of unspecified thumb, initial encounter"
S60942D,10,"Unspecified superficial injury of right middle finger, subsequent encounter"
S61001S,10,"Unspecified open wound of right thumb without damage to nail, sequela"
S61002S,10,"Unspecified open wound of left thumb without damage to nail, sequela"
S61119A,10,"Laceration without foreign body of unspecified thumb with damage to nail, initial encounter"
S61122S,10,"Laceration with foreign body of left thumb with damage to nail, sequela"
S61209S,10,"Unspecified open wound of unspecified finger without damage to nail, sequela"
S61221S,10,"Laceration with foreign body of left index finger without damage to nail, sequela"
S61235,10,Puncture wound without foreign body of left ring finger without damage to nail
S61238A,10,"Puncture wound without foreign body of other finger without damage to nail, initial encounter"
S61247D,10,"Puncture wound with foreign body of left little finger without damage to nail, subsequent encounter"
S61250,10,Open bite of right index finger without damage to nail
S61259,10,Open bite of unspecified finger without damage to nail
S61309A,10,"Unspecified open wound of unspecified finger with damage to nail, initial encounter"
S61317S,10,"Laceration without foreign body of left little finger with damage to nail, sequela"
S61349D,10,"Puncture wound with foreign body of unspecified finger with damage to nail, subsequent encounter"
S61350,10,Open bite of right index finger with damage to nail
S61459D,10,"Open bite of unspecified hand, subsequent encounter"
S61502,10,Unspecified open wound of left wrist
S62009B,10,"Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, initial encounter for open fracture"
S62009P,10,"Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with malunion"
S62009S,10,"Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, sequela"
S62021D,10,"Displaced fracture of middle third of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with routine healing"
S62036A,10,"Nondisplaced fracture of proximal third of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture"
S621,10,Fracture of other and unspecified carpal bone(s)
S62122G,10,"Displaced fracture of lunate [semilunar], left wrist, subsequent encounter for fracture with delayed healing"
S62163,10,"Displaced fracture of pisiform, unspecified wrist"
S62166,10,"Nondisplaced fracture of pisiform, unspecified wrist"
S62182B,10,"Displaced fracture of trapezoid [smaller multangular], left wrist, initial encounter for open fracture"
S62184B,10,"Nondisplaced fracture of trapezoid [smaller multangular], right wrist, initial encounter for open fracture"
S62201P,10,"Unspecified fracture of first metacarpal bone, right hand, subsequent encounter for fracture with malunion"
S62223D,10,"Displaced Rolando's fracture, unspecified hand, subsequent encounter for fracture with routine healing"
S62244A,10,"Nondisplaced fracture of shaft of first metacarpal bone, right hand, initial encounter for closed fracture"
S62253D,10,"Displaced fracture of neck of first metacarpal bone, unspecified hand, subsequent encounter for fracture with routine healing"
S62254D,10,"Nondisplaced fracture of neck of first metacarpal bone, right hand, subsequent encounter for fracture with routine healing"
S62256P,10,"Nondisplaced fracture of neck of first metacarpal bone, unspecified hand, subsequent encounter for fracture with malunion"
S62300,10,"Unspecified fracture of second metacarpal bone, right hand"
S62301A,10,"Unspecified fracture of second metacarpal bone, left hand, initial encounter for closed fracture"
S62311A,10,"Displaced fracture of base of second metacarpal bone, left hand, initial encounter for closed fracture"
S62323A,10,"Displaced fracture of shaft of third metacarpal bone, left hand, initial encounter for closed fracture"
S62334B,10,"Displaced fracture of neck of fourth metacarpal bone, right hand, initial encounter for open fracture"
S62335S,10,"Displaced fracture of neck of fourth metacarpal bone, left hand, sequela"
S62353D,10,"Nondisplaced fracture of shaft of third metacarpal bone, left hand, subsequent encounter for fracture with routine healing"
S62359S,10,"Nondisplaced fracture of shaft of unspecified metacarpal bone, sequela"
S62367,10,"Nondisplaced fracture of neck of fifth metacarpal bone, left hand"
S62369P,10,"Nondisplaced fracture of neck of unspecified metacarpal bone, subsequent encounter for fracture with malunion"
S62396,10,"Other fracture of fifth metacarpal bone, right hand"
S62512K,10,"Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with nonunion"
S62514P,10,"Nondisplaced fracture of proximal phalanx of right thumb, subsequent encounter for fracture with malunion"
S62525A,10,"Nondisplaced fracture of distal phalanx of left thumb, initial encounter for closed fracture"
S62604,10,Fracture of unspecified phalanx of right ring finger
S62605P,10,"Fracture of unspecified phalanx of left ring finger, subsequent encounter for fracture with malunion"
S62609B,10,"Fracture of unspecified phalanx of unspecified finger, initial encounter for open fracture"
S62616G,10,"Displaced fracture of proximal phalanx of right little finger, subsequent encounter for fracture with delayed healing"
S62624K,10,"Displaced fracture of middle phalanx of right ring finger, subsequent encounter for fracture with nonunion"
S62627G,10,"Displaced fracture of middle phalanx of left little finger, subsequent encounter for fracture with delayed healing"
S62634B,10,"Displaced fracture of distal phalanx of right ring finger, initial encounter for open fracture"
S62652D,10,"Nondisplaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with routine healing"
S62665G,10,"Nondisplaced fracture of distal phalanx of left ring finger, subsequent encounter for fracture with delayed healing"
S6290XK,10,"Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with nonunion"
S63032S,10,"Subluxation of midcarpal joint of left wrist, sequela"
S63041D,10,"Subluxation of carpometacarpal joint of right thumb, subsequent encounter"
S63046,10,Dislocation of carpometacarpal joint of unspecified thumb
S63124S,10,"Dislocation of interphalangeal joint of right thumb, sequela"
S63205A,10,"Unspecified subluxation of left ring finger, initial encounter"
S6321,10,Subluxation of metacarpophalangeal joint of finger
S63237S,10,"Subluxation of proximal interphalangeal joint of left little finger, sequela"
S63261,10,Dislocation of metacarpophalangeal joint of left index finger
S63262,10,Dislocation of metacarpophalangeal joint of right middle finger
S63271A,10,"Dislocation of unspecified interphalangeal joint of left index finger, initial encounter"
S63273S,10,"Dislocation of unspecified interphalangeal joint of left middle finger, sequela"
S63279S,10,"Dislocation of unspecified interphalangeal joint of unspecified finger, sequela"
S63329,10,Traumatic rupture of unspecified radiocarpal ligament
S63432S,10,"Traumatic rupture of volar plate of right middle finger at metacarpophalangeal and interphalangeal joint, sequela"
S63437,10,Traumatic rupture of volar plate of left little finger at metacarpophalangeal and interphalangeal joint
S63490A,10,"Traumatic rupture of other ligament of right index finger at metacarpophalangeal and interphalangeal joint, initial encounter"
S63512D,10,"Sprain of carpal joint of left wrist, subsequent encounter"
S63610A,10,"Unspecified sprain of right index finger, initial encounter"
S63632A,10,"Sprain of interphalangeal joint of right middle finger, initial encounter"
S63694,10,Other sprain of right ring finger
S6401XS,10,"Injury of ulnar nerve at wrist and hand level of right arm, sequela"
S648X1A,10,"Injury of other nerves at wrist and hand level of right arm, initial encounter"
S652,10,Injury of superficial palmar arch
S65202S,10,"Unspecified injury of superficial palmar arch of left hand, sequela"
S65301A,10,"Unspecified injury of deep palmar arch of right hand, initial encounter"
S65319S,10,"Laceration of deep palmar arch of unspecified hand, sequela"
S65399D,10,"Other specified injury of deep palmar arch of unspecified hand, subsequent encounter"
S65491,10,Other specified injury of blood vessel of right thumb
S65492A,10,"Other specified injury of blood vessel of left thumb, initial encounter"
S65501D,10,"Unspecified injury of blood vessel of left index finger, subsequent encounter"
S65516S,10,"Laceration of blood vessel of right little finger, sequela"
S65801D,10,"Unspecified injury of other blood vessels at wrist and hand level of right arm, subsequent encounter"
S66001,10,"Unspecified injury of long flexor muscle, fascia and tendon of right thumb at wrist and hand level"
S66100A,10,"Unspecified injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, initial encounter"
S66105,10,"Unspecified injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level"
S66121S,10,"Laceration of flexor muscle, fascia and tendon of left index finger at wrist and hand level, sequela"
S66129S,10,"Laceration of flexor muscle, fascia and tendon of unspecified finger at wrist and hand level, sequela"
S66191,10,"Other injury of flexor muscle, fascia and tendon of left index finger at wrist and hand level"
S66193S,10,"Other injury of flexor muscle, fascia and tendon of left middle finger at wrist and hand level, sequela"
S66195A,10,"Other injury of flexor muscle, fascia and tendon of left ring finger at wrist and hand level, initial encounter"
S66315,10,"Strain of extensor muscle, fascia and tendon of left ring finger at wrist and hand level"
S66505,10,"Unspecified injury of intrinsic muscle, fascia and tendon of left ring finger at wrist and hand level"
S66527D,10,"Laceration of intrinsic muscle, fascia and tendon of left little finger at wrist and hand level, subsequent encounter"
S66590,10,"Other injury of intrinsic muscle, fascia and tendon of right index finger at wrist and hand level"
S66591D,10,"Other injury of intrinsic muscle, fascia and tendon of left index finger at wrist and hand level, subsequent encounter"
S66592A,10,"Other injury of intrinsic muscle, fascia and tendon of right middle finger at wrist and hand level, initial encounter"
S66598,10,"Other injury of intrinsic muscle, fascia and tendon of other finger at wrist and hand level"
S66809A,10,"Unspecified injury of other specified muscles, fascia and tendons at wrist and hand level, unspecified hand, initial encounter"
S66829D,10,"Laceration of other specified muscles, fascia and tendons at wrist and hand level, unspecified hand, subsequent encounter"
S6710XA,10,"Crushing injury of unspecified finger(s), initial encounter"
S67191A,10,"Crushing injury of left index finger, initial encounter"
S67194,10,Crushing injury of right ring finger
S6742XS,10,"Crushing injury of left wrist and hand, sequela"
S68113S,10,"Complete traumatic metacarpophalangeal amputation of left middle finger, sequela"
S68120A,10,"Partial traumatic metacarpophalangeal amputation of right index finger, initial encounter"
S68126D,10,"Partial traumatic metacarpophalangeal amputation of right little finger, subsequent encounter"
S68129A,10,"Partial traumatic metacarpophalangeal amputation of unspecified finger, initial encounter"
S68729S,10,"Partial traumatic transmetacarpal amputation of unspecified hand, sequela"
S70212A,10,"Abrasion, left hip, initial encounter"
S70251A,10,"Superficial foreign body, right hip, initial encounter"
S71112D,10,"Laceration without foreign body, left thigh, subsequent encounter"
S71152A,10,"Open bite, left thigh, initial encounter"
S72001H,10,"Fracture of unspecified part of neck of right femur, subsequent encounter for open fracture type I or II with delayed healing"
S72002J,10,"Fracture of unspecified part of neck of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S7201,10,Unspecified intracapsular fracture of femur
S72012S,10,"Unspecified intracapsular fracture of left femur, sequela"
S72021J,10,"Displaced fracture of epiphysis (separation) (upper) of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72031C,10,"Displaced midcervical fracture of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72035C,10,"Nondisplaced midcervical fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72041B,10,"Displaced fracture of base of neck of right femur, initial encounter for open fracture type I or II"
S72052S,10,"Unspecified fracture of head of left femur, sequela"
S72064J,10,"Nondisplaced articular fracture of head of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72091F,10,"Other fracture of head and neck of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72101N,10,"Unspecified trochanteric fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72102C,10,"Unspecified trochanteric fracture of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72109,10,Unspecified trochanteric fracture of unspecified femur
S72109F,10,"Unspecified trochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72112E,10,"Displaced fracture of greater trochanter of left femur, subsequent encounter for open fracture type I or II with routine healing"
S72113M,10,"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
S72122K,10,"Displaced fracture of lesser trochanter of left femur, subsequent encounter for closed fracture with nonunion"
S72124C,10,"Nondisplaced fracture of lesser trochanter of right femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S72133F,10,"Displaced apophyseal fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72141B,10,"Displaced intertrochanteric fracture of right femur, initial encounter for open fracture type I or II"
S72142,10,Displaced intertrochanteric fracture of left femur
S72144D,10,"Nondisplaced intertrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
S7222XG,10,"Displaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing"
S7224XD,10,"Nondisplaced subtrochanteric fracture of right femur, subsequent encounter for closed fracture with routine healing"
S72302G,10,"Unspecified fracture of shaft of left femur, subsequent encounter for closed fracture with delayed healing"
S72309K,10,"Unspecified fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion"
S72321B,10,"Displaced transverse fracture of shaft of right femur, initial encounter for open fracture type I or II"
S72323J,10,"Displaced transverse fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S72331D,10,"Displaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with routine healing"
S72334N,10,"Nondisplaced oblique fracture of shaft of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72343C,10,"Displaced spiral fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S7235,10,Comminuted fracture of shaft of femur
S72351S,10,"Displaced comminuted fracture of shaft of right femur, sequela"
S72355N,10,"Nondisplaced comminuted fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72355S,10,"Nondisplaced comminuted fracture of shaft of left femur, sequela"
S72365N,10,"Nondisplaced segmental fracture of shaft of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S72366G,10,"Nondisplaced segmental fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing"
S72409R,10,"Unspecified fracture of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S72425B,10,"Nondisplaced fracture of lateral condyle of left femur, initial encounter for open fracture type I or II"
S72434P,10,"Nondisplaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with malunion"
S72441D,10,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with routine healing"
S72441K,10,"Displaced fracture of lower epiphysis (separation) of right femur, subsequent encounter for closed fracture with nonunion"
S72442F,10,"Displaced fracture of lower epiphysis (separation) of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S72446A,10,"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, initial encounter for closed fracture"
S72461N,10,"Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S7249,10,Other fracture of lower end of femur
S7290XP,10,"Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
S73023,10,Obturator subluxation of unspecified hip
S73191,10,Other sprain of right hip
S75011D,10,"Minor laceration of femoral artery, right leg, subsequent encounter"
S75021S,10,"Major laceration of femoral artery, right leg, sequela"
S75091A,10,"Other specified injury of femoral artery, right leg, initial encounter"
S75219,10,"Minor laceration of greater saphenous vein at hip and thigh level, unspecified leg"
S76009,10,"Unspecified injury of muscle, fascia and tendon of unspecified hip"
S76021A,10,"Laceration of muscle, fascia and tendon of right hip, initial encounter"
S76191S,10,"Other specified injury of right quadriceps muscle, fascia and tendon, sequela"
S76311,10,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level, right thigh"
S76912A,10,"Strain of unspecified muscles, fascia and tendons at thigh level, left thigh, initial encounter"
S76991A,10,"Other specified injury of unspecified muscles, fascia and tendons at thigh level, right thigh, initial encounter"
S78012S,10,"Complete traumatic amputation at left hip joint, sequela"
S78022,10,Partial traumatic amputation at left hip joint
S7811,10,Complete traumatic amputation at level between hip and knee
S78121A,10,"Partial traumatic amputation at level between right hip and knee, initial encounter"
S79011P,10,"Salter-Harris Type I physeal fracture of upper end of right femur, subsequent encounter for fracture with malunion"
S79131P,10,"Salter-Harris Type III physeal fracture of lower end of right femur, subsequent encounter for fracture with malunion"
S79139G,10,"Salter-Harris Type III physeal fracture of lower end of unspecified femur, subsequent encounter for fracture with delayed healing"
S79822D,10,"Other specified injuries of left thigh, subsequent encounter"
S79921S,10,"Unspecified injury of right thigh, sequela"
S80222,10,"Blister (nonthermal), left knee"
S80272,10,Other superficial bite of left knee
S80272A,10,"Other superficial bite of left knee, initial encounter"
S80819S,10,"Abrasion, unspecified lower leg, sequela"
S80872,10,"Other superficial bite, left lower leg"
S80879,10,"Other superficial bite, unspecified lower leg"
S80922D,10,"Unspecified superficial injury of left lower leg, subsequent encounter"
S81039D,10,"Puncture wound without foreign body, unspecified knee, subsequent encounter"
S81852A,10,"Open bite, left lower leg, initial encounter"
S81852S,10,"Open bite, left lower leg, sequela"
S820,10,Fracture of patella
S82011B,10,"Displaced osteochondral fracture of right patella, initial encounter for open fracture type I or II"
S82015B,10,"Nondisplaced osteochondral fracture of left patella, initial encounter for open fracture type I or II"
S82016D,10,"Nondisplaced osteochondral fracture of unspecified patella, subsequent encounter for closed fracture with routine healing"
S82022Q,10,"Displaced longitudinal fracture of left patella, subsequent encounter for open fracture type I or II with malunion"
S82035P,10,"Nondisplaced transverse fracture of left patella, subsequent encounter for closed fracture with malunion"
S82041B,10,"Displaced comminuted fracture of right patella, initial encounter for open fracture type I or II"
S82041P,10,"Displaced comminuted fracture of right patella, subsequent encounter for closed fracture with malunion"
S82043J,10,"Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S82091A,10,"Other fracture of right patella, initial encounter for closed fracture"
S82092S,10,"Other fracture of left patella, sequela"
S82102P,10,"Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with malunion"
S82115C,10,"Nondisplaced fracture of left tibial spine, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82135M,10,"Nondisplaced fracture of medial condyle of left tibia, subsequent encounter for open fracture type I or II with nonunion"
S82144B,10,"Nondisplaced bicondylar fracture of right tibia, initial encounter for open fracture type I or II"
S82153H,10,"Displaced fracture of unspecified tibial tuberosity, subsequent encounter for open fracture type I or II with delayed healing"
S82155S,10,"Nondisplaced fracture of left tibial tuberosity, sequela"
S82156K,10,"Nondisplaced fracture of unspecified tibial tuberosity, subsequent encounter for closed fracture with nonunion"
S82201B,10,"Unspecified fracture of shaft of right tibia, initial encounter for open fracture type I or II"
S82209H,10,"Unspecified fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing"
S82221H,10,"Displaced transverse fracture of shaft of right tibia, subsequent encounter for open fracture type I or II with delayed healing"
S82223F,10,"Displaced transverse fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S82224,10,Nondisplaced transverse fracture of shaft of right tibia
S82226,10,Nondisplaced transverse fracture of shaft of unspecified tibia
S82231D,10,"Displaced oblique fracture of shaft of right tibia, subsequent encounter for closed fracture with routine healing"
S82232S,10,"Displaced oblique fracture of shaft of left tibia, sequela"
S82235,10,Nondisplaced oblique fracture of shaft of left tibia
S82243D,10,"Displaced spiral fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with routine healing"
S82263J,10,"Displaced segmental fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
S82291C,10,"Other fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC"
S82292S,10,"Other fracture of shaft of left tibia, sequela"
S82311D,10,"Torus fracture of lower end of right tibia, subsequent encounter for fracture with routine healing"
S82392H,10,"Other fracture of lower end of left tibia, subsequent encounter for open fracture type I or II with delayed healing"
S82392S,10,"Other fracture of lower end of left tibia, sequela"
S82421S,10,"Displaced transverse fracture of shaft of right fibula, sequela"
S82425Q,10,"Nondisplaced transverse fracture of shaft of left fibula, subsequent encounter for open fracture type I or II with malunion"
S82431P,10,"Displaced oblique fracture of shaft of right fibula, subsequent encounter for closed fracture with malunion"
S82436A,10,"Nondisplaced oblique fracture of shaft of unspecified fibula, initial encounter for closed fracture"
S82452P,10,"Displaced comminuted fracture of shaft of left fibula, subsequent encounter for closed fracture with malunion"
S82453H,10,"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing"
S82456,10,Nondisplaced comminuted fracture of shaft of unspecified fibula
S82463F,10,"Displaced segmental fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S82491S,10,"Other fracture of shaft of right fibula, sequela"
S82492K,10,"Other fracture of shaft of left fibula, subsequent encounter for closed fracture with nonunion"
S8254XN,10,"Nondisplaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S8255XP,10,"Nondisplaced fracture of medial malleolus of left tibia, subsequent encounter for closed fracture with malunion"
S8256XK,10,"Nondisplaced fracture of medial malleolus of unspecified tibia, subsequent encounter for closed fracture with nonunion"
S8262XK,10,"Displaced fracture of lateral malleolus of left fibula, subsequent encounter for closed fracture with nonunion"
S8266XP,10,"Nondisplaced fracture of lateral malleolus of unspecified fibula, subsequent encounter for closed fracture with malunion"
S82812S,10,"Torus fracture of upper end of left fibula, sequela"
S82843K,10,"Displaced bimalleolar fracture of unspecified lower leg, subsequent encounter for closed fracture with nonunion"
S82843S,10,"Displaced bimalleolar fracture of unspecified lower leg, sequela"
S82845R,10,"Nondisplaced bimalleolar fracture of left lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
S82851B,10,"Displaced trimalleolar fracture of right lower leg, initial encounter for open fracture type I or II"
S82852P,10,"Displaced trimalleolar fracture of left lower leg, subsequent encounter for closed fracture with malunion"
S82853E,10,"Displaced trimalleolar fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing"
S82861F,10,"Displaced Maisonneuve's fracture of right leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S82871F,10,"Displaced pilon fracture of right tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
S82876N,10,"Nondisplaced pilon fracture of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S82892K,10,"Other fracture of left lower leg, subsequent encounter for closed fracture with nonunion"
S8292XH,10,"Unspecified fracture of left lower leg, subsequent encounter for open fracture type I or II with delayed healing"
S83135,10,"Medial dislocation of proximal end of tibia, left knee"
S83144A,10,"Lateral dislocation of proximal end of tibia, right knee, initial encounter"
S83206A,10,"Unspecified tear of unspecified meniscus, current injury, right knee, initial encounter"
S83271,10,"Complex tear of lateral meniscus, current injury, right knee"
S838X2S,10,"Sprain of other specified parts of left knee, sequela"
S8412,10,"Injury of peroneal nerve at lower leg level, left leg"
S8421XD,10,"Injury of cutaneous sensory nerve at lower leg level, right leg, subsequent encounter"
S85112,10,"Laceration of unspecified tibial artery, left leg"
S85901,10,"Unspecified injury of unspecified blood vessel at lower leg level, right leg"
S86002D,10,"Unspecified injury of left Achilles tendon, subsequent encounter"
S86011D,10,"Strain of right Achilles tendon, subsequent encounter"
S86112,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, left leg"
S86119,10,"Strain of other muscle(s) and tendon(s) of posterior muscle group at lower leg level, unspecified leg"
S86291A,10,"Other injury of muscle(s) and tendon(s) of anterior muscle group at lower leg level, right leg, initial encounter"
S86399D,10,"Other injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, unspecified leg, subsequent encounter"
S86891,10,"Other injury of other muscle(s) and tendon(s) at lower leg level, right leg"
S86902,10,"Unspecified injury of unspecified muscle(s) and tendon(s) at lower leg level, left leg"
